instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
253,11-01-2011,1,0,1,21,False,2,3,0.16,0.197,0.86,0.0896,0,20,20.0
254,11-01-2011,1,0,1,22,False,2,3,0.16,0.1818,0.93,0.1045,1,28,29.0
255,11-01-2011,1,0,1,23,False,2,3,0.16,0.197,0.93,0.0896,1,18,19.0
256,12-01-2011,1,0,1,0,False,3,2,0.16,0.197,0.86,0.0896,0,7,7.0
257,12-01-2011,1,0,1,1,False,3,2,0.16,0.1818,0.86,0.1045,0,6,6.0
258,12-01-2011,1,0,1,2,False,3,1,0.14,0.1515,0.86,0.1343,0,1,1.0
259,12-01-2011,1,0,1,5,False,3,1,0.14,0.1515,0.86,0.1642,0,5,5.0
260,12-01-2011,1,0,1,6,False,3,1,0.12,0.1515,0.93,0.1343,0,16,16.0
261,12-01-2011,1,0,1,7,False,3,1,0.14,0.1515,0.69,0.1343,0,54,54.0
262,12-01-2011,1,0,1,8,False,3,1,0.16,0.1667,0.59,0.1642,3,125,128.0
263,12-01-2011,1,0,1,9,False,3,1,0.16,0.1364,0.59,0.3284,3,78,81.0
264,12-01-2011,1,0,1,10,False,3,1,0.18,0.1818,0.55,0.2239,0,39,39.0
265,12-01-2011,1,0,1,11,False,3,1,0.2,0.1818,0.51,0.3881,3,32,35.0
266,12-01-2011,1,0,1,12,False,3,1,0.2,0.1515,0.47,0.5522500000000001,3,52,55.0
267,12-01-2011,1,0,1,13,False,3,1,0.22,0.197,0.44,0.3582,0,49,49.0
268,12-01-2011,1,0,1,14,False,3,1,0.2,0.1818,0.47,0.3284,0,44,44.0
269,12-01-2011,1,0,1,15,False,3,1,0.2,0.1667,0.47,0.4179,1,48,49.0
270,12-01-2011,1,0,1,16,False,3,1,0.22,0.197,0.44,0.3284,5,63,68.0
271,12-01-2011,1,0,1,17,False,3,1,0.2,0.1818,0.47,0.3582,0,139,139.0
272,12-01-2011,1,0,1,18,False,3,1,0.2,0.1515,0.47,0.5224,2,135,137.0
273,12-01-2011,1,0,1,19,False,3,1,0.18,0.1515,0.47,0.4179,1,82,83.0
274,12-01-2011,1,0,1,20,False,3,1,0.16,0.1364,0.5,0.3284,2,54,56.0
275,12-01-2011,1,0,1,21,False,3,1,0.16,0.1364,0.55,0.3284,0,57,57.0
276,12-01-2011,1,0,1,22,False,3,1,0.16,0.1212,0.55,0.4478,1,32,33.0
277,12-01-2011,1,0,1,23,False,3,1,0.14,0.1061,0.59,0.4179,1,19,20.0
278,13-01-2011,1,0,1,0,False,4,1,0.14,0.1212,0.59,0.2836,1,6,7.0
279,13-01-2011,1,0,1,1,False,4,1,0.14,0.1212,0.5,0.2836,0,2,2.0
280,13-01-2011,1,0,1,2,False,4,1,0.14,0.1212,0.5,0.3582,0,2,2.0
281,13-01-2011,1,0,1,3,False,4,1,0.14,0.1212,0.5,0.3284,0,3,3.0
282,13-01-2011,1,0,1,4,False,4,1,0.14,0.1212,0.5,0.2537,0,4,4.0
283,13-01-2011,1,0,1,5,False,4,1,0.14,0.1212,0.5,0.2985,0,3,3.0
284,13-01-2011,1,0,1,6,False,4,1,0.12,0.1515,0.54,0.1343,0,28,28.0
285,13-01-2011,1,0,1,7,False,4,1,0.12,0.1515,0.54,0.1343,0,72,72.0
286,13-01-2011,1,0,1,8,False,4,1,0.14,0.1364,0.5,0.194,5,197,183.5
287,13-01-2011,1,0,1,9,False,4,1,0.14,0.1212,0.5,0.3284,2,137,139.0
288,13-01-2011,1,0,1,10,False,4,2,0.16,0.1364,0.5,0.3582,2,36,38.0
289,13-01-2011,1,0,1,11,False,4,2,0.2,0.1667,0.44,0.4478,4,33,37.0
290,13-01-2011,1,0,1,12,False,4,1,0.2,0.1667,0.44,0.4179,3,49,52.0
291,13-01-2011,1,0,1,13,False,4,1,0.22,0.197,0.41,0.4478,2,81,83.0
292,13-01-2011,1,0,1,14,False,4,1,0.22,0.197,0.41,0.3881,3,39,42.0
293,13-01-2011,1,0,1,15,False,4,1,0.24,0.2121,0.38,0.2985,5,55,60.0
294,13-01-2011,1,0,1,16,False,4,1,0.24,0.2121,0.38,0.3582,2,76,78.0
295,13-01-2011,1,0,1,17,False,4,1,0.2,0.1818,0.4,0.2836,4,158,162.0
296,13-01-2011,1,0,1,18,False,4,1,0.2,0.1818,0.4,0.3284,3,141,144.0
297,13-01-2011,1,0,1,19,False,4,1,0.16,0.1515,0.47,0.2537,1,98,99.0
298,13-01-2011,1,0,1,20,False,4,1,0.16,0.1515,0.47,0.2239,0,64,64.0
299,13-01-2011,1,0,1,21,False,4,1,0.14,0.1212,0.46,0.2985,0,40,40.0
300,13-01-2011,1,0,1,22,False,4,1,0.14,0.1212,0.46,0.3284,0,30,30.0
301,13-01-2011,1,0,1,23,False,4,1,0.12,0.1364,0.5,0.194,1,14,15.0
302,14-01-2011,1,0,1,0,False,5,1,0.12,0.1364,0.5,0.194,0,14,14.0
303,14-01-2011,1,0,1,1,False,5,1,0.1,0.1212,0.54,0.1642,0,5,5.0
304,14-01-2011,1,0,1,2,False,5,1,0.1,0.1212,0.54,0.1343,0,1,1.0
305,14-01-2011,1,0,1,3,False,5,1,0.1,0.1364,0.54,0.1045,0,1,1.0
306,14-01-2011,1,0,1,5,False,5,1,0.1,0.1364,0.54,0.0896,0,8,8.0
307,14-01-2011,1,0,1,6,False,5,1,0.1,0.1818,0.54,0.0,0,17,17.0
308,14-01-2011,1,0,1,7,False,5,1,0.1,0.1212,0.74,0.1642,0,70,70.0
309,14-01-2011,1,0,1,8,False,5,1,0.12,0.1667,0.68,0.0,2,156,158.0
310,14-01-2011,1,0,1,9,False,5,1,0.14,0.1515,0.69,0.1343,0,117,117.0
311,14-01-2011,1,0,1,10,False,5,1,0.18,0.1818,0.55,0.194,4,40,44.0
312,14-01-2011,1,0,1,11,False,5,1,0.18,0.1667,0.51,0.2836,6,47,53.0
313,14-01-2011,1,0,1,12,False,5,1,0.2,0.197,0.44,0.2537,2,59,61.0
314,14-01-2011,1,0,1,13,False,5,1,0.22,0.197,0.37,0.3881,4,73,77.0
315,14-01-2011,1,0,1,14,False,5,1,0.22,0.2121,0.41,0.2836,5,59,64.0
316,14-01-2011,1,0,1,15,False,5,1,0.24,0.2424,0.38,0.1642,9,59,68.0
317,14-01-2011,1,0,1,16,False,5,1,0.22,0.2424,0.41,0.1045,3,87,90.0
318,14-01-2011,1,0,1,17,False,5,1,0.22,0.2273,0.41,0.1642,4,155,159.0
319,14-01-2011,1,0,1,18,False,5,1,0.2,0.2576,0.47,0.0,5,134,139.0
320,14-01-2011,1,0,1,19,False,5,1,0.16,0.197,0.59,0.0896,3,89,92.0
321,14-01-2011,1,0,1,20,False,5,1,0.18,0.2424,0.59,0.0,0,68,68.0
322,14-01-2011,1,0,1,21,False,5,1,0.16,0.2273,0.69,0.0,4,48,52.0
323,14-01-2011,1,0,1,22,False,5,2,0.16,0.2273,0.69,0.0,2,34,36.0
324,14-01-2011,1,0,1,23,False,5,2,0.18,0.2424,0.55,0.0,1,26,27.0
325,15-01-2011,1,0,1,0,False,6,1,0.18,0.2424,0.55,0.0,3,25,28.0
326,15-01-2011,1,0,1,1,False,6,2,0.16,0.197,0.59,0.0896,2,18,20.0
327,15-01-2011,1,0,1,2,False,6,2,0.16,0.197,0.59,0.0896,0,12,12.0
328,15-01-2011,1,0,1,3,False,6,2,0.16,0.2273,0.59,0.0,1,7,8.0
329,15-01-2011,1,0,1,4,False,6,2,0.16,0.2273,0.59,0.0,0,5,5.0
330,15-01-2011,1,0,1,5,False,6,1,0.16,0.2273,0.59,0.0,0,1,1.0
331,15-01-2011,1,0,1,6,False,6,1,0.14,0.1667,0.63,0.1045,1,2,3.0
332,15-01-2011,1,0,1,7,False,6,1,0.14,0.2121,0.63,0.0,1,9,10.0
333,15-01-2011,1,0,1,8,False,6,1,0.14,0.1515,0.63,0.1343,1,22,23.0
334,15-01-2011,1,0,1,9,False,6,1,0.16,0.1818,0.64,0.1343,2,31,33.0
335,15-01-2011,1,0,1,10,False,6,1,0.18,0.197,0.59,0.1642,2,57,59.0
336,15-01-2011,1,0,1,11,False,6,1,0.2,0.197,0.55,0.2239,18,54,72.0
337,15-01-2011,1,0,1,12,False,6,1,0.24,0.2273,0.48,0.2239,15,74,89.0
338,15-01-2011,1,0,1,13,False,6,1,0.28,0.2576,0.38,0.2985,21,80,101.0
339,15-01-2011,1,0,1,14,False,6,1,0.3,0.2879,0.39,0.2836,26,92,118.0
340,15-01-2011,1,0,1,15,False,6,2,0.32,0.3182,0.36,0.194,21,108,129.0
341,15-01-2011,1,0,1,16,False,6,2,0.34,0.3333,0.34,0.194,33,95,128.0
342,15-01-2011,1,0,1,17,False,6,2,0.32,0.303,0.36,0.2836,29,54,83.0
343,15-01-2011,1,0,1,18,False,6,2,0.3,0.2879,0.45,0.2537,15,69,84.0
344,15-01-2011,1,0,1,19,False,6,2,0.32,0.303,0.39,0.2537,14,60,74.0
345,15-01-2011,1,0,1,20,False,6,2,0.32,0.303,0.39,0.2537,6,35,41.0
346,15-01-2011,1,0,1,21,False,6,2,0.32,0.303,0.39,0.2239,6,51,57.0
347,15-01-2011,1,0,1,22,False,6,2,0.3,0.3182,0.42,0.1045,0,26,26.0
348,15-01-2011,1,0,1,23,False,6,1,0.3,0.2879,0.45,0.2836,5,39,44.0
349,16-01-2011,1,0,1,0,False,0,1,0.26,0.303,0.56,0.0,6,33,39.0
350,16-01-2011,1,0,1,1,False,0,1,0.26,0.2727,0.56,0.1343,4,19,23.0
351,16-01-2011,1,0,1,2,False,0,1,0.26,0.2879,0.56,0.0896,3,13,16.0
352,16-01-2011,1,0,1,3,False,0,1,0.22,0.2727,0.69,0.0,9,6,15.0
353,16-01-2011,1,0,1,4,False,0,1,0.26,0.2576,0.56,0.1642,0,1,1.0
354,16-01-2011,1,0,1,5,False,0,2,0.26,0.2576,0.56,0.1642,1,1,2.0
355,16-01-2011,1,0,1,6,False,0,2,0.26,0.2576,0.56,0.1642,0,1,1.0
356,16-01-2011,1,0,1,7,False,0,2,0.24,0.2121,0.56,0.2985,0,3,3.0
357,16-01-2011,1,0,1,8,False,0,1,0.22,0.2121,0.55,0.2836,0,18,18.0
358,16-01-2011,1,0,1,9,False,0,1,0.22,0.2121,0.51,0.2537,3,29,32.0
359,16-01-2011,1,0,1,10,False,0,1,0.22,0.2121,0.51,0.2836,8,71,79.0
360,16-01-2011,1,0,1,11,False,0,1,0.24,0.2273,0.44,0.2537,23,70,93.0
361,16-01-2011,1,0,1,12,False,0,1,0.24,0.2121,0.41,0.2836,29,75,104.0
362,16-01-2011,1,0,1,13,False,0,1,0.26,0.2273,0.35,0.2985,23,95,118.0
363,16-01-2011,1,0,1,14,False,0,1,0.28,0.2727,0.36,0.2537,22,69,91.0
364,16-01-2011,1,0,1,15,False,0,1,0.26,0.2424,0.38,0.2537,35,78,113.0
365,16-01-2011,1,0,1,16,False,0,1,0.24,0.2273,0.38,0.2239,22,77,99.0
366,16-01-2011,1,0,1,17,False,0,1,0.22,0.2121,0.37,0.2537,23,82,105.0
367,16-01-2011,1,0,1,18,False,0,1,0.2,0.2121,0.4,0.1642,11,56,67.0
368,16-01-2011,1,0,1,19,False,0,1,0.18,0.197,0.47,0.1343,14,47,61.0
369,16-01-2011,1,0,1,20,False,0,1,0.18,0.197,0.47,0.1642,7,50,57.0
370,16-01-2011,1,0,1,21,False,0,1,0.18,0.197,0.51,0.1642,6,22,28.0
371,16-01-2011,1,0,1,22,False,0,2,0.2,0.2121,0.49,0.1343,2,19,21.0
372,16-01-2011,1,0,1,23,False,0,2,0.2,0.2273,0.4,0.1045,0,18,18.0
373,17-01-2011,1,0,1,0,True,1,2,0.2,0.197,0.47,0.2239,1,16,17.0
374,17-01-2011,1,0,1,1,True,1,2,0.2,0.197,0.44,0.194,1,15,16.0
375,17-01-2011,1,0,1,2,True,1,2,0.18,0.1667,0.43,0.2537,0,8,8.0
376,17-01-2011,1,0,1,3,True,1,2,0.18,0.1818,0.43,0.194,0,2,2.0
377,17-01-2011,1,0,1,4,True,1,2,0.18,0.197,0.43,0.1343,1,2,3.0
378,17-01-2011,1,0,1,5,True,1,2,0.18,0.197,0.43,0.1642,0,1,1.0
379,17-01-2011,1,0,1,6,True,1,2,0.18,0.1818,0.43,0.194,0,5,5.0
380,17-01-2011,1,0,1,7,True,1,2,0.16,0.1818,0.5,0.1343,4,9,13.0
381,17-01-2011,1,0,1,8,True,1,2,0.16,0.1515,0.47,0.2239,3,30,33.0
382,17-01-2011,1,0,1,9,True,1,2,0.16,0.1515,0.47,0.2239,8,39,47.0
383,17-01-2011,1,0,1,10,True,1,2,0.16,0.1515,0.5,0.2537,7,50,57.0
384,17-01-2011,1,0,1,11,True,1,2,0.16,0.1515,0.55,0.194,9,55,64.0
385,17-01-2011,1,0,1,12,True,1,2,0.18,0.197,0.47,0.1343,10,70,80.0
386,17-01-2011,1,0,1,13,True,1,2,0.18,0.197,0.47,0.1343,13,80,93.0
387,17-01-2011,1,0,1,14,True,1,2,0.18,0.2121,0.43,0.1045,12,74,86.0
388,17-01-2011,1,0,1,15,True,1,2,0.2,0.2121,0.47,0.1642,21,72,93.0
389,17-01-2011,1,0,1,16,True,1,2,0.2,0.2121,0.47,0.1642,6,76,82.0
390,17-01-2011,1,0,1,17,True,1,1,0.2,0.197,0.51,0.194,4,67,71.0
391,17-01-2011,1,0,1,18,True,1,2,0.18,0.1667,0.55,0.2537,7,85,92.0
392,17-01-2011,1,0,1,19,True,1,3,0.18,0.1818,0.59,0.194,2,58,60.0
393,17-01-2011,1,0,1,20,True,1,3,0.16,0.1515,0.8,0.194,4,29,33.0
394,17-01-2011,1,0,1,21,True,1,3,0.16,0.1515,0.8,0.194,3,24,27.0
395,17-01-2011,1,0,1,22,True,1,3,0.14,0.1212,0.93,0.2537,0,13,13.0
396,17-01-2011,1,0,1,23,True,1,3,0.16,0.1364,0.86,0.2836,1,3,4.0
397,18-01-2011,1,0,1,12,False,2,2,0.2,0.1818,0.86,0.3284,0,3,3.0
398,18-01-2011,1,0,1,13,False,2,2,0.2,0.197,0.86,0.2239,0,22,22.0
399,18-01-2011,1,0,1,14,False,2,2,0.22,0.2273,0.8,0.1642,2,26,28.0
400,18-01-2011,1,0,1,15,False,2,2,0.22,0.2273,0.87,0.1642,3,32,35.0
401,18-01-2011,1,0,1,16,False,2,2,0.22,0.2273,0.87,0.194,0,61,61.0
402,18-01-2011,1,0,1,17,False,2,2,0.22,0.2273,0.82,0.194,1,124,125.0
403,18-01-2011,1,0,1,18,False,2,2,0.22,0.2273,0.8,0.1642,1,132,133.0
404,18-01-2011,1,0,1,19,False,2,2,0.22,0.2273,0.8,0.1343,1,98,99.0
405,18-01-2011,1,0,1,20,False,2,2,0.22,0.2727,0.87,0.0,0,83,83.0
406,18-01-2011,1,0,1,21,False,2,2,0.22,0.2424,0.93,0.1045,0,41,41.0
407,18-01-2011,1,0,1,22,False,2,2,0.22,0.2576,0.93,0.0896,0,33,33.0
408,18-01-2011,1,0,1,23,False,2,2,0.22,0.2727,0.93,0.0,1,19,20.0
409,19-01-2011,1,0,1,0,False,3,2,0.22,0.2727,0.93,0.0,0,3,3.0
410,19-01-2011,1,0,1,1,False,3,3,0.22,0.2273,0.93,0.1343,1,6,7.0
411,19-01-2011,1,0,1,2,False,3,3,0.22,0.2273,0.93,0.1343,0,3,3.0
412,19-01-2011,1,0,1,4,False,3,3,0.22,0.2273,0.93,0.1343,1,1,2.0
413,19-01-2011,1,0,1,5,False,3,2,0.22,0.2576,0.93,0.0896,0,7,7.0
414,19-01-2011,1,0,1,6,False,3,2,0.22,0.2576,0.93,0.0896,0,32,32.0
415,19-01-2011,1,0,1,7,False,3,2,0.24,0.2576,0.92,0.1045,1,89,90.0
416,19-01-2011,1,0,1,8,False,3,2,0.24,0.2576,0.93,0.1045,1,196,183.5
417,19-01-2011,1,0,1,9,False,3,2,0.24,0.2576,0.93,0.1045,2,107,109.0
418,19-01-2011,1,0,1,10,False,3,2,0.26,0.2727,0.93,0.1343,1,46,47.0
419,19-01-2011,1,0,1,11,False,3,2,0.28,0.303,0.87,0.0896,5,47,52.0
420,19-01-2011,1,0,1,12,False,3,2,0.3,0.3182,0.81,0.0896,5,65,70.0
421,19-01-2011,1,0,1,13,False,3,1,0.36,0.39395,0.62,0.2836,11,67,78.0
422,19-01-2011,1,0,1,14,False,3,1,0.36,0.39395,0.58,0.2537,7,68,75.0
423,19-01-2011,1,0,1,15,False,3,1,0.36,0.39395,0.54,0.2836,4,78,82.0
424,19-01-2011,1,0,1,16,False,3,1,0.36,0.3939,0.58,0.3881,10,94,104.0
425,19-01-2011,1,0,1,17,False,3,1,0.36,0.3333,0.57,0.3284,7,190,183.5
426,19-01-2011,1,0,1,18,False,3,1,0.34,0.3182,0.61,0.2836,5,156,161.0
427,19-01-2011,1,0,1,19,False,3,1,0.32,0.2879,0.57,0.4179,4,108,112.0
428,19-01-2011,1,0,1,20,False,3,1,0.32,0.303,0.49,0.2985,2,74,76.0
429,19-01-2011,1,0,1,21,False,3,1,0.32,0.2879,0.49,0.4179,4,55,59.0
430,19-01-2011,1,0,1,22,False,3,1,0.3,0.303,0.52,0.1642,6,53,59.0
431,19-01-2011,1,0,1,23,False,3,1,0.3,0.2727,0.52,0.4627,1,27,28.0
432,20-01-2011,1,0,1,0,False,4,1,0.26,0.2273,0.56,0.3881,5,8,13.0
433,20-01-2011,1,0,1,1,False,4,1,0.26,0.2727,0.56,0.0,2,3,5.0
434,20-01-2011,1,0,1,2,False,4,1,0.26,0.2727,0.56,0.0,0,2,2.0
435,20-01-2011,1,0,1,3,False,4,1,0.26,0.2576,0.56,0.1642,0,1,1.0
436,20-01-2011,1,0,1,4,False,4,1,0.26,0.2576,0.56,0.1642,0,1,1.0
437,20-01-2011,1,0,1,5,False,4,1,0.24,0.2273,0.6,0.2239,0,6,6.0
438,20-01-2011,1,0,1,6,False,4,1,0.22,0.2121,0.6,0.2239,0,35,35.0
439,20-01-2011,1,0,1,7,False,4,1,0.22,0.2121,0.55,0.2239,1,100,101.0
440,20-01-2011,1,0,1,8,False,4,1,0.22,0.2121,0.55,0.2836,2,247,183.5
441,20-01-2011,1,0,1,9,False,4,2,0.24,0.2273,0.52,0.2239,3,140,143.0
442,20-01-2011,1,0,1,10,False,4,1,0.26,0.2273,0.48,0.2985,1,56,57.0
443,20-01-2011,1,0,1,11,False,4,2,0.28,0.2727,0.45,0.1642,5,63,68.0
444,20-01-2011,1,0,1,12,False,4,2,0.3,0.3333,0.42,0.0,7,77,84.0
445,20-01-2011,1,0,1,13,False,4,2,0.28,0.2879,0.45,0.1045,12,86,98.0
446,20-01-2011,1,0,1,14,False,4,2,0.3,0.303,0.45,0.1343,6,75,81.0
447,20-01-2011,1,0,1,15,False,4,2,0.32,0.3182,0.45,0.194,8,62,70.0
448,20-01-2011,1,0,1,16,False,4,2,0.3,0.303,0.49,0.1343,8,83,91.0
449,20-01-2011,1,0,1,17,False,4,2,0.3,0.3182,0.49,0.1045,8,207,183.5
450,20-01-2011,1,0,1,18,False,4,2,0.26,0.2576,0.56,0.194,1,184,183.5
451,20-01-2011,1,0,1,19,False,4,1,0.26,0.2273,0.56,0.3284,6,146,152.0
452,20-01-2011,1,0,1,20,False,4,2,0.26,0.2424,0.6,0.2836,2,124,126.0
453,20-01-2011,1,0,1,21,False,4,2,0.24,0.2273,0.6,0.2537,3,54,57.0
454,20-01-2011,1,0,1,22,False,4,2,0.24,0.2121,0.65,0.2836,0,56,56.0
455,20-01-2011,1,0,1,23,False,4,2,0.24,0.2121,0.65,0.3284,3,28,31.0
456,21-01-2011,1,0,1,0,False,5,2,0.24,0.2273,0.7,0.2537,1,20,21.0
457,21-01-2011,1,0,1,1,False,5,2,0.24,0.2273,0.7,0.2537,0,6,6.0
458,21-01-2011,1,0,1,2,False,5,3,0.24,0.2424,0.75,0.1642,0,2,2.0
459,21-01-2011,1,0,1,3,False,5,3,0.22,0.2121,0.8,0.2985,0,1,1.0
460,21-01-2011,1,0,1,4,False,5,2,0.22,0.2576,0.87,0.0896,0,1,1.0
461,21-01-2011,1,0,1,5,False,5,1,0.24,0.197,0.6,0.4179,1,4,5.0
462,21-01-2011,1,0,1,6,False,5,1,0.22,0.2121,0.55,0.2537,0,27,27.0
463,21-01-2011,1,0,1,7,False,5,1,0.2,0.1818,0.51,0.2836,2,66,68.0
464,21-01-2011,1,0,1,8,False,5,1,0.2,0.1818,0.47,0.3284,7,210,183.5
465,21-01-2011,1,0,1,9,False,5,1,0.2,0.1818,0.51,0.3582,7,159,166.0
466,21-01-2011,1,0,1,10,False,5,1,0.2,0.1667,0.47,0.4627,6,57,63.0
467,21-01-2011,1,0,1,11,False,5,1,0.22,0.1818,0.41,0.4627,6,53,59.0
468,21-01-2011,1,0,1,12,False,5,1,0.22,0.1818,0.27,0.5522500000000001,11,67,78.0
469,21-01-2011,1,0,1,13,False,5,1,0.2,0.1515,0.21,0.5522500000000001,8,65,73.0
470,21-01-2011,1,0,1,14,False,5,1,0.2,0.1515,0.25,0.5224,6,56,62.0
471,21-01-2011,1,0,1,15,False,5,1,0.16,0.1212,0.26,0.4478,4,61,65.0
472,21-01-2011,1,0,1,16,False,5,1,0.16,0.1364,0.26,0.3582,0,97,97.0
473,21-01-2011,1,0,1,17,False,5,1,0.14,0.1212,0.28,0.3582,10,151,161.0
474,21-01-2011,1,0,1,18,False,5,1,0.12,0.1212,0.3,0.2537,1,119,120.0
475,21-01-2011,1,0,1,19,False,5,1,0.12,0.1061,0.3,0.3284,3,93,96.0
476,21-01-2011,1,0,1,20,False,5,1,0.1,0.0758,0.33,0.4179,1,52,53.0
477,21-01-2011,1,0,1,21,False,5,1,0.08,0.0758,0.38,0.2836,0,41,41.0
478,21-01-2011,1,0,1,22,False,5,1,0.06,0.03034999999999996,0.41,0.3881,1,33,34.0
479,21-01-2011,1,0,1,23,False,5,1,0.06,0.0455,0.38,0.3284,0,27,27.0
480,22-01-2011,1,0,1,0,False,6,1,0.04000000000000002,0.03034999999999996,0.45,0.2537,0,13,13.0
481,22-01-2011,1,0,1,1,False,6,2,0.04000000000000002,0.03034999999999996,0.41,0.3881,3,9,12.0
482,22-01-2011,1,0,1,2,False,6,2,0.04000000000000002,0.03034999999999996,0.41,0.2537,0,11,11.0
483,22-01-2011,1,0,1,3,False,6,2,0.04000000000000002,0.03034999999999996,0.41,0.2836,1,6,7.0
484,22-01-2011,1,0,1,4,False,6,2,0.04000000000000002,0.03034999999999996,0.48,0.2985,0,3,3.0
485,22-01-2011,1,0,1,6,False,6,2,0.04000000000000002,0.03034999999999996,0.44,0.2239,0,2,2.0
486,22-01-2011,1,0,1,7,False,6,1,0.04000000000000002,0.03034999999999996,0.44,0.2836,0,8,8.0
487,22-01-2011,1,0,1,8,False,6,1,0.04000000000000002,0.03034999999999996,0.44,0.3284,1,26,27.0
488,22-01-2011,1,0,1,9,False,6,1,0.04000000000000002,0.03034999999999996,0.41,0.2537,3,37,40.0
489,22-01-2011,1,0,1,10,False,6,2,0.04000000000000002,0.0606,0.41,0.1642,3,50,53.0
490,22-01-2011,1,0,1,11,False,6,2,0.06,0.0758,0.38,0.1343,4,59,63.0
491,22-01-2011,1,0,1,12,False,6,2,0.06,0.1061,0.38,0.1045,10,60,70.0
492,22-01-2011,1,0,1,13,False,6,1,0.08,0.1667,0.35,0.0,12,72,84.0
493,22-01-2011,1,0,1,14,False,6,1,0.1,0.1364,0.33,0.1045,11,64,75.0
494,22-01-2011,1,0,1,15,False,6,1,0.12,0.1515,0.28,0.0,10,93,103.0
495,22-01-2011,1,0,1,16,False,6,1,0.12,0.1364,0.28,0.194,11,72,83.0
496,22-01-2011,1,0,1,17,False,6,1,0.12,0.197,0.28,0.0,8,59,67.0
497,22-01-2011,1,0,1,18,False,6,1,0.08,0.0909,0.35,0.194,0,54,54.0
498,22-01-2011,1,0,1,19,False,6,1,0.08,0.1061,0.35,0.1343,6,53,59.0
499,22-01-2011,1,0,1,20,False,6,1,0.06,0.0758,0.45,0.1642,1,44,45.0
